stock_symbol,stock_name,stock_instrument_token,stock_lot_size,has_options,options_count,option_tradingsymbol,option_type,option_strike,option_expiry,option_instrument_token,option_lot_size
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26FEB1280PE,PE,1280,2026-02-24,19411202,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26FEB1290CE,CE,1290,2026-02-24,18233346,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26FEB1290PE,PE,1290,2026-02-24,18234114,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26FEB1300CE,CE,1300,2026-02-24,18234370,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26FEB1300PE,PE,1300,2026-02-24,18234626,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26FEB1310CE,CE,1310,2026-02-24,18234882,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26FEB1310PE,PE,1310,2026-02-24,18235138,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26FEB1320CE,CE,1320,2026-02-24,19411970,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26FEB1320PE,PE,1320,2026-02-24,19412226,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26FEB1330CE,CE,1330,2026-02-24,18235394,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26FEB1330PE,PE,1330,2026-02-24,18235650,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26FEB1340CE,CE,1340,2026-02-24,18235906,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26FEB1340PE,PE,1340,2026-02-24,18236162,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26FEB1360CE,CE,1360,2026-02-24,19412482,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26FEB1360PE,PE,1360,2026-02-24,19412738,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26FEB1380CE,CE,1380,2026-02-24,18237442,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26FEB1380PE,PE,1380,2026-02-24,18237698,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26FEB1400CE,CE,1400,2026-02-24,19412994,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26FEB1400PE,PE,1400,2026-02-24,19413250,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26MAR1040CE,CE,1040,2026-03-30,18331138,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26MAR1040PE,PE,1040,2026-03-30,18331394,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26MAR1060CE,CE,1060,2026-03-30,18331650,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26MAR1060PE,PE,1060,2026-03-30,18331906,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26MAR1080CE,CE,1080,2026-03-30,18332162,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26MAR1080PE,PE,1080,2026-03-30,18332418,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26MAR1100CE,CE,1100,2026-03-30,18332674,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26MAR1100PE,PE,1100,2026-03-30,18332930,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26MAR1120CE,CE,1120,2026-03-30,18335746,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26MAR1120PE,PE,1120,2026-03-30,18336002,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26MAR1140CE,CE,1140,2026-03-30,18336258,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26MAR1140PE,PE,1140,2026-03-30,18336514,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26MAR1160CE,CE,1160,2026-03-30,18347010,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26MAR1160PE,PE,1160,2026-03-30,18347266,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26MAR1180CE,CE,1180,2026-03-30,18347522,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26MAR1180PE,PE,1180,2026-03-30,18347778,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26MAR1200CE,CE,1200,2026-03-30,18348034,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26MAR1200PE,PE,1200,2026-03-30,18348290,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26MAR1220CE,CE,1220,2026-03-30,18348546,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26MAR1220PE,PE,1220,2026-03-30,18348802,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26MAR1240CE,CE,1240,2026-03-30,18349058,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26MAR1240PE,PE,1240,2026-03-30,18349314,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26MAR1260CE,CE,1260,2026-03-30,18349570,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26MAR1260PE,PE,1260,2026-03-30,18349826,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26MAR1280CE,CE,1280,2026-03-30,18350082,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26MAR1280PE,PE,1280,2026-03-30,18350338,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26MAR1300CE,CE,1300,2026-03-30,18350594,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26MAR1300PE,PE,1300,2026-03-30,18350850,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26MAR1320CE,CE,1320,2026-03-30,18351106,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26MAR1320PE,PE,1320,2026-03-30,18351362,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26MAR1340CE,CE,1340,2026-03-30,18351618,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26MAR1340PE,PE,1340,2026-03-30,18351874,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26MAR1360CE,CE,1360,2026-03-30,18352130,550
AUROPHARMA,AUROBINDO PHARMA,70401,1,Yes,176,AUROPHARMA26MAR1360PE,PE,1360,2026-03-30,18352386,550
AURUM,AURUM PROPTECH,2639361,1,No,0,,,,,,
AUSL-SM,ADITYA ULTRA STEEL,6463489,2000,No,0,,,,,,
AUSOMENT,AUSOM ENTERPRISE,1033473,1,No,0,,,,,,
AUTOAXLES,AUTOMOTIVE AXLES,71169,1,No,0,,,,,,
AUTOBEES,NIPPONAMC - NETFAUTO,2017281,1,No,0,,,,,,
AUTOBEINAV,AUTOBEES INAV,2598401,1,No,0,,,,,,
AUTOIETF,ICICIPRAMC - ICICIAUTO,2008065,1,No,0,,,,,,
AUTOIND,AUTOLINE INDUSTRIES,3611137,1,No,0,,,,,,
AVADHSUGAR,AVADH SUG & ENERGY,5479937,1,No,0,,,,,,
AVALON,AVALON TECHNOLOGIES,3854849,1,No,0,,,,,,
AVANTEL,AVANTEL,6300161,1,No,0,,,,,,
AVANTIFEED,AVANTI FEEDS,2031617,1,No,0,,,,,,
AVG,AVG LOGISTICS,3990785,1,No,0,,,,,,
AVIANSH-SM,AVI ANSH TEXTILE,6533121,1000,No,0,,,,,,
AVL,ADITYA VISION,6651905,1,No,0,,,,,,
AVONMORE,AVONMORE CAP&MGT SERV,3470593,1,No,0,,,,,,
AVPINFRA-SM,AVP INFRACON,5928705,800,No,0,,,,,,
AVROIND,AVRO INDIA,2259713,1,No,0,,,,,,
AVSL-ST,AVSL INDUSTRIES,4785409,1000,No,0,,,,,,
AVTNPL,AVT NATURAL PRODUCTS,3586049,1,No,0,,,,,,
AWFIS,AWFIS SPACE SOLUTIONS,6109185,1,No,0,,,,,,
AWHCL,ANTONY WASTE HDG CELL,460033,1,No,0,,,,,,
AWL,AWL AGRI BUSINESS,2076161,1,No,0,,,,,,
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1060CE,CE,1060,2026-01-27,17181698,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1060PE,PE,1060,2026-01-27,17181954,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1080CE,CE,1080,2026-01-27,17182210,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1080PE,PE,1080,2026-01-27,17182466,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1090PE,PE,1090,2026-01-27,19422210,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1100CE,CE,1100,2026-01-27,17182722,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1100PE,PE,1100,2026-01-27,17198594,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1110CE,CE,1110,2026-01-27,19422466,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1110PE,PE,1110,2026-01-27,19423234,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1120CE,CE,1120,2026-01-27,17199106,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1120PE,PE,1120,2026-01-27,17199874,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1130CE,CE,1130,2026-01-27,19423490,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1130PE,PE,1130,2026-01-27,19423746,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1140CE,CE,1140,2026-01-27,17200130,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1140PE,PE,1140,2026-01-27,17200386,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1150CE,CE,1150,2026-01-27,19424514,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1150PE,PE,1150,2026-01-27,19424770,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1160CE,CE,1160,2026-01-27,17200642,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1160PE,PE,1160,2026-01-27,17200898,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1170CE,CE,1170,2026-01-27,19425026,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1170PE,PE,1170,2026-01-27,19425282,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1180CE,CE,1180,2026-01-27,17202178,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1180PE,PE,1180,2026-01-27,17202434,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1190CE,CE,1190,2026-01-27,19425538,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1190PE,PE,1190,2026-01-27,19425794,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1200CE,CE,1200,2026-01-27,17202690,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1200PE,PE,1200,2026-01-27,17202946,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1210CE,CE,1210,2026-01-27,19426050,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1210PE,PE,1210,2026-01-27,19426306,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1220CE,CE,1220,2026-01-27,17203202,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1220PE,PE,1220,2026-01-27,17203458,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1230CE,CE,1230,2026-01-27,19434498,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1230PE,PE,1230,2026-01-27,19434754,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1240CE,CE,1240,2026-01-27,17203714,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1240PE,PE,1240,2026-01-27,17203970,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1250CE,CE,1250,2026-01-27,19435522,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1250PE,PE,1250,2026-01-27,19435778,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1260CE,CE,1260,2026-01-27,17204226,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1260PE,PE,1260,2026-01-27,17204482,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1270CE,CE,1270,2026-01-27,19436034,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1270PE,PE,1270,2026-01-27,19436290,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1280CE,CE,1280,2026-01-27,17206786,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1280PE,PE,1280,2026-01-27,17207042,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1290CE,CE,1290,2026-01-27,19453186,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1290PE,PE,1290,2026-01-27,19453442,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1300CE,CE,1300,2026-01-27,17209346,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1300PE,PE,1300,2026-01-27,17209602,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1310CE,CE,1310,2026-01-27,19453698,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1310PE,PE,1310,2026-01-27,19453954,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1320CE,CE,1320,2026-01-27,17209858,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1320PE,PE,1320,2026-01-27,17210114,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1330CE,CE,1330,2026-01-27,19474178,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1330PE,PE,1330,2026-01-27,19474434,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1340CE,CE,1340,2026-01-27,17215746,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1340PE,PE,1340,2026-01-27,17216002,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1350CE,CE,1350,2026-01-27,19499778,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1350PE,PE,1350,2026-01-27,19500034,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1360CE,CE,1360,2026-01-27,17216514,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1360PE,PE,1360,2026-01-27,17217282,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1370CE,CE,1370,2026-01-27,19523586,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1370PE,PE,1370,2026-01-27,19523842,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1380CE,CE,1380,2026-01-27,17217538,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1380PE,PE,1380,2026-01-27,17217794,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1390CE,CE,1390,2026-01-27,19524098,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1390PE,PE,1390,2026-01-27,19524354,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1400CE,CE,1400,2026-01-27,17218050,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1400PE,PE,1400,2026-01-27,17218306,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1410CE,CE,1410,2026-01-27,19524610,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1410PE,PE,1410,2026-01-27,19524866,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1420CE,CE,1420,2026-01-27,17218562,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1420PE,PE,1420,2026-01-27,17219330,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1440CE,CE,1440,2026-01-27,17219586,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1440PE,PE,1440,2026-01-27,17220354,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1460CE,CE,1460,2026-01-27,17220610,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1460PE,PE,1460,2026-01-27,17220866,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1480CE,CE,1480,2026-01-27,17221122,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26JAN1480PE,PE,1480,2026-01-27,17223170,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1060CE,CE,1060,2026-02-24,19551234,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1060PE,PE,1060,2026-02-24,19551490,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1080CE,CE,1080,2026-02-24,19551746,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1080PE,PE,1080,2026-02-24,19552002,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1100CE,CE,1100,2026-02-24,19552258,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1100PE,PE,1100,2026-02-24,19552514,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1120CE,CE,1120,2026-02-24,19552770,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1120PE,PE,1120,2026-02-24,19553026,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1140CE,CE,1140,2026-02-24,19553282,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1140PE,PE,1140,2026-02-24,19553538,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1150CE,CE,1150,2026-02-24,18427650,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1150PE,PE,1150,2026-02-24,18427906,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1160CE,CE,1160,2026-02-24,19553794,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1160PE,PE,1160,2026-02-24,19554050,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1170CE,CE,1170,2026-02-24,18428162,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1170PE,PE,1170,2026-02-24,18428418,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1180CE,CE,1180,2026-02-24,19554306,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1180PE,PE,1180,2026-02-24,19554562,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1190CE,CE,1190,2026-02-24,18430210,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1190PE,PE,1190,2026-02-24,18430466,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1200CE,CE,1200,2026-02-24,19554818,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1200PE,PE,1200,2026-02-24,19555074,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1210CE,CE,1210,2026-02-24,18430722,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1210PE,PE,1210,2026-02-24,18430978,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1220CE,CE,1220,2026-02-24,19555330,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1220PE,PE,1220,2026-02-24,19555586,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1230CE,CE,1230,2026-02-24,18431234,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1230PE,PE,1230,2026-02-24,18431490,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1240CE,CE,1240,2026-02-24,19555842,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1240PE,PE,1240,2026-02-24,19556098,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1250CE,CE,1250,2026-02-24,18431746,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1250PE,PE,1250,2026-02-24,18432002,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1260CE,CE,1260,2026-02-24,19556354,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1260PE,PE,1260,2026-02-24,19556610,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1270CE,CE,1270,2026-02-24,18432258,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1270PE,PE,1270,2026-02-24,18432514,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1280CE,CE,1280,2026-02-24,19556866,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1280PE,PE,1280,2026-02-24,19557122,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1290CE,CE,1290,2026-02-24,18432770,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1290PE,PE,1290,2026-02-24,18433026,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1300CE,CE,1300,2026-02-24,19557378,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1300PE,PE,1300,2026-02-24,19557634,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1310CE,CE,1310,2026-02-24,18433282,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1310PE,PE,1310,2026-02-24,18433538,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1320CE,CE,1320,2026-02-24,19557890,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1320PE,PE,1320,2026-02-24,19558146,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1330CE,CE,1330,2026-02-24,18433794,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1330PE,PE,1330,2026-02-24,18434050,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1340CE,CE,1340,2026-02-24,19563010,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1340PE,PE,1340,2026-02-24,19563266,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1350CE,CE,1350,2026-02-24,18434306,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1350PE,PE,1350,2026-02-24,18434562,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1360CE,CE,1360,2026-02-24,19564546,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1360PE,PE,1360,2026-02-24,19564802,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1370CE,CE,1370,2026-02-24,18434818,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1370PE,PE,1370,2026-02-24,18435074,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1380CE,CE,1380,2026-02-24,19565058,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1380PE,PE,1380,2026-02-24,19565826,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1390CE,CE,1390,2026-02-24,18436354,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1390PE,PE,1390,2026-02-24,18436610,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1400CE,CE,1400,2026-02-24,19566594,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1400PE,PE,1400,2026-02-24,19566850,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1410CE,CE,1410,2026-02-24,18437378,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1410PE,PE,1410,2026-02-24,18437634,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1420CE,CE,1420,2026-02-24,19567106,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1420PE,PE,1420,2026-02-24,19567362,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1440CE,CE,1440,2026-02-24,19568386,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1440PE,PE,1440,2026-02-24,19568642,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1460CE,CE,1460,2026-02-24,19569410,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1460PE,PE,1460,2026-02-24,19569666,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1480CE,CE,1480,2026-02-24,19569922,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26FEB1480PE,PE,1480,2026-02-24,19570178,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26MAR1080CE,CE,1080,2026-03-30,18456834,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26MAR1080PE,PE,1080,2026-03-30,18457090,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26MAR1120CE,CE,1120,2026-03-30,18457858,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26MAR1120PE,PE,1120,2026-03-30,18458114,625
AXISBANK,AXIS BANK,1510401,1,Yes,185,AXISBANK26MAR1140CE,CE,1140,2026-03-30,18458370,625
