index_name,tradingsymbol,option_type,strike,expiry,instrument_token,lot_size,tick_size,segment,exchange,dte
NIFTY,NIFTY26MAR25700CE,CE,25700,2026-03-30,13980674,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR25700PE,PE,25700,2026-03-30,13980930,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR25750CE,CE,25750,2026-03-30,13981186,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR25750PE,PE,25750,2026-03-30,13981442,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR25800CE,CE,25800,2026-03-30,13981698,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR25800PE,PE,25800,2026-03-30,13981954,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR25850CE,CE,25850,2026-03-30,13982210,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR25850PE,PE,25850,2026-03-30,13982466,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR25900CE,CE,25900,2026-03-30,13982722,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR25900PE,PE,25900,2026-03-30,13982978,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR25950CE,CE,25950,2026-03-30,13983234,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR25950PE,PE,25950,2026-03-30,13983490,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26000CE,CE,26000,2026-03-30,16109570,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26000PE,PE,26000,2026-03-30,16109826,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26050CE,CE,26050,2026-03-30,13983746,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26050PE,PE,26050,2026-03-30,13984002,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26100CE,CE,26100,2026-03-30,13984258,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26100PE,PE,26100,2026-03-30,13987586,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26150CE,CE,26150,2026-03-30,13987842,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26150PE,PE,26150,2026-03-30,13988098,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26200CE,CE,26200,2026-03-30,13988354,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26200PE,PE,26200,2026-03-30,13988610,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26250CE,CE,26250,2026-03-30,13988866,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26250PE,PE,26250,2026-03-30,13989122,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26300CE,CE,26300,2026-03-30,13989378,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26300PE,PE,26300,2026-03-30,13993986,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26350CE,CE,26350,2026-03-30,13994242,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26350PE,PE,26350,2026-03-30,13994498,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26400CE,CE,26400,2026-03-30,13994754,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26400PE,PE,26400,2026-03-30,13995010,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26450CE,CE,26450,2026-03-30,13995266,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26450PE,PE,26450,2026-03-30,13995778,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26500CE,CE,26500,2026-03-30,13996034,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26500PE,PE,26500,2026-03-30,13996290,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26550CE,CE,26550,2026-03-30,14006274,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26550PE,PE,26550,2026-03-30,14006530,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26600CE,CE,26600,2026-03-30,14006786,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26600PE,PE,26600,2026-03-30,14007042,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26650CE,CE,26650,2026-03-30,14007298,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26650PE,PE,26650,2026-03-30,14007554,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26700CE,CE,26700,2026-03-30,14007810,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26700PE,PE,26700,2026-03-30,14008066,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26750CE,CE,26750,2026-03-30,14008322,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26750PE,PE,26750,2026-03-30,14008578,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26800CE,CE,26800,2026-03-30,14008834,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26800PE,PE,26800,2026-03-30,14009090,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26850CE,CE,26850,2026-03-30,14009346,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26850PE,PE,26850,2026-03-30,14009602,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26900CE,CE,26900,2026-03-30,14009858,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26900PE,PE,26900,2026-03-30,14010114,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26950CE,CE,26950,2026-03-30,14010370,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR26950PE,PE,26950,2026-03-30,14010626,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27000CE,CE,27000,2026-03-30,16110082,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27000PE,PE,27000,2026-03-30,16110338,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27050CE,CE,27050,2026-03-30,14010882,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27050PE,PE,27050,2026-03-30,14011138,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27100CE,CE,27100,2026-03-30,14011394,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27100PE,PE,27100,2026-03-30,14011650,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27150CE,CE,27150,2026-03-30,14011906,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27150PE,PE,27150,2026-03-30,14012162,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27200CE,CE,27200,2026-03-30,14012418,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27200PE,PE,27200,2026-03-30,14012674,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27250CE,CE,27250,2026-03-30,14012930,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27250PE,PE,27250,2026-03-30,14013186,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27300CE,CE,27300,2026-03-30,14013442,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27300PE,PE,27300,2026-03-30,14013698,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27350CE,CE,27350,2026-03-30,14013954,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27350PE,PE,27350,2026-03-30,14014210,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27400CE,CE,27400,2026-03-30,14014466,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27400PE,PE,27400,2026-03-30,14014722,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27450CE,CE,27450,2026-03-30,14014978,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27450PE,PE,27450,2026-03-30,14015234,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27500CE,CE,27500,2026-03-30,14015490,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27500PE,PE,27500,2026-03-30,14015746,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27550CE,CE,27550,2026-03-30,14016002,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27550PE,PE,27550,2026-03-30,14016258,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27600CE,CE,27600,2026-03-30,14016514,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27600PE,PE,27600,2026-03-30,14016770,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27650CE,CE,27650,2026-03-30,14034434,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27650PE,PE,27650,2026-03-30,14034690,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27700CE,CE,27700,2026-03-30,14034946,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27700PE,PE,27700,2026-03-30,14035202,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27750CE,CE,27750,2026-03-30,14035458,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27750PE,PE,27750,2026-03-30,14035714,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27800CE,CE,27800,2026-03-30,14035970,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27800PE,PE,27800,2026-03-30,14036226,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27850CE,CE,27850,2026-03-30,14036482,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27850PE,PE,27850,2026-03-30,14036738,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27900CE,CE,27900,2026-03-30,14038018,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27900PE,PE,27900,2026-03-30,14038274,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27950CE,CE,27950,2026-03-30,14038530,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR27950PE,PE,27950,2026-03-30,14038786,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR28000CE,CE,28000,2026-03-30,16110594,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR28000PE,PE,28000,2026-03-30,16110850,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR28050CE,CE,28050,2026-03-30,14039042,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR28050PE,PE,28050,2026-03-30,14039298,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR28100CE,CE,28100,2026-03-30,14039554,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR28100PE,PE,28100,2026-03-30,14039810,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR29000CE,CE,29000,2026-03-30,16111362,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR29000PE,PE,29000,2026-03-30,16111618,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR30000CE,CE,30000,2026-03-30,16111874,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR30000PE,PE,30000,2026-03-30,16116482,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR31000CE,CE,31000,2026-03-30,16116738,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26MAR31000PE,PE,31000,2026-03-30,16118786,65,0.05,NFO-OPT,NFO,83
NIFTY,NIFTY26JUN12000CE,CE,12000,2026-06-30,15007746,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN12000PE,PE,12000,2026-06-30,15008002,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN13000PE,PE,13000,2026-06-30,9677314,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN14000PE,PE,14000,2026-06-30,12913666,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN15000PE,PE,15000,2026-06-30,12914690,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN16000PE,PE,16000,2026-06-30,12918274,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN18000CE,CE,18000,2026-06-30,12942338,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN18000PE,PE,18000,2026-06-30,12942594,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN19000CE,CE,19000,2026-06-30,10237186,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN19000PE,PE,19000,2026-06-30,10237442,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN19500CE,CE,19500,2026-06-30,14126850,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN19500PE,PE,19500,2026-06-30,14127106,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN20000PE,PE,20000,2026-06-30,9825282,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN21000CE,CE,21000,2026-06-30,13171970,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN21000PE,PE,21000,2026-06-30,13172482,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN22000PE,PE,22000,2026-06-30,15008514,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN22500CE,CE,22500,2026-06-30,14127362,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN22500PE,PE,22500,2026-06-30,14127618,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN23000CE,CE,23000,2026-06-30,9676546,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN23000PE,PE,23000,2026-06-30,9678082,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN24000CE,CE,24000,2026-06-30,18296834,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN24000PE,PE,24000,2026-06-30,18297090,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN25000CE,CE,25000,2026-06-30,18297346,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN25000PE,PE,25000,2026-06-30,18297602,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN25500CE,CE,25500,2026-06-30,14128130,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN25500PE,PE,25500,2026-06-30,14128386,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN26000CE,CE,26000,2026-06-30,18297858,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN26000PE,PE,26000,2026-06-30,18298114,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN27000CE,CE,27000,2026-06-30,13049090,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN27000PE,PE,27000,2026-06-30,13049858,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN28000CE,CE,28000,2026-06-30,12939522,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN28000PE,PE,28000,2026-06-30,12939778,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN28500CE,CE,28500,2026-06-30,14128642,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN28500PE,PE,28500,2026-06-30,14128898,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN29000CE,CE,29000,2026-06-30,9767426,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN29000PE,PE,29000,2026-06-30,9768194,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN30000CE,CE,30000,2026-06-30,9018626,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN30000PE,PE,30000,2026-06-30,9019138,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN31000CE,CE,31000,2026-06-30,10786050,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN31500CE,CE,31500,2026-06-30,14136322,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN31500PE,PE,31500,2026-06-30,14136578,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN33000CE,CE,33000,2026-06-30,12080130,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN33000PE,PE,33000,2026-06-30,12080386,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN34500CE,CE,34500,2026-06-30,14137346,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26JUN34500PE,PE,34500,2026-06-30,14137602,65,0.05,NFO-OPT,NFO,175
NIFTY,NIFTY26SEP18000CE,CE,18000,2026-09-29,16867074,65,0.05,NFO-OPT,NFO,266
NIFTY,NIFTY26SEP18000PE,PE,18000,2026-09-29,16867330,65,0.05,NFO-OPT,NFO,266
NIFTY,NIFTY26SEP19500CE,CE,19500,2026-09-29,14152194,65,0.05,NFO-OPT,NFO,266
NIFTY,NIFTY26SEP19500PE,PE,19500,2026-09-29,14152450,65,0.05,NFO-OPT,NFO,266
NIFTY,NIFTY26SEP21000CE,CE,21000,2026-09-29,16868610,65,0.05,NFO-OPT,NFO,266
NIFTY,NIFTY26SEP21000PE,PE,21000,2026-09-29,16868866,65,0.05,NFO-OPT,NFO,266
NIFTY,NIFTY26SEP22500CE,CE,22500,2026-09-29,14152706,65,0.05,NFO-OPT,NFO,266
NIFTY,NIFTY26SEP22500PE,PE,22500,2026-09-29,14152962,65,0.05,NFO-OPT,NFO,266
NIFTY,NIFTY26SEP23000PE,PE,23000,2026-09-29,16870146,65,0.05,NFO-OPT,NFO,266
NIFTY,NIFTY26SEP24000CE,CE,24000,2026-09-29,16870402,65,0.05,NFO-OPT,NFO,266
NIFTY,NIFTY26SEP24000PE,PE,24000,2026-09-29,16870658,65,0.05,NFO-OPT,NFO,266
NIFTY,NIFTY26SEP25000PE,PE,25000,2026-09-29,16871170,65,0.05,NFO-OPT,NFO,266
NIFTY,NIFTY26SEP25500CE,CE,25500,2026-09-29,14153218,65,0.05,NFO-OPT,NFO,266
NIFTY,NIFTY26SEP25500PE,PE,25500,2026-09-29,14153474,65,0.05,NFO-OPT,NFO,266
NIFTY,NIFTY26SEP26000CE,CE,26000,2026-09-29,16871426,65,0.05,NFO-OPT,NFO,266
NIFTY,NIFTY26SEP26000PE,PE,26000,2026-09-29,16871682,65,0.05,NFO-OPT,NFO,266
NIFTY,NIFTY26SEP27000CE,CE,27000,2026-09-29,16871938,65,0.05,NFO-OPT,NFO,266
NIFTY,NIFTY26SEP27000PE,PE,27000,2026-09-29,16872194,65,0.05,NFO-OPT,NFO,266
NIFTY,NIFTY26SEP28500CE,CE,28500,2026-09-29,14153730,65,0.05,NFO-OPT,NFO,266
NIFTY,NIFTY26SEP28500PE,PE,28500,2026-09-29,14153986,65,0.05,NFO-OPT,NFO,266
NIFTY,NIFTY26SEP30000CE,CE,30000,2026-09-29,16876290,65,0.05,NFO-OPT,NFO,266
NIFTY,NIFTY26SEP30000PE,PE,30000,2026-09-29,16876546,65,0.05,NFO-OPT,NFO,266
NIFTY,NIFTY26SEP31500CE,CE,31500,2026-09-29,14154242,65,0.05,NFO-OPT,NFO,266
NIFTY,NIFTY26SEP31500PE,PE,31500,2026-09-29,14154498,65,0.05,NFO-OPT,NFO,266
NIFTY,NIFTY26SEP33000CE,CE,33000,2026-09-29,16877826,65,0.05,NFO-OPT,NFO,266
NIFTY,NIFTY26SEP33000PE,PE,33000,2026-09-29,16878082,65,0.05,NFO-OPT,NFO,266
NIFTY,NIFTY26SEP34500CE,CE,34500,2026-09-29,14154754,65,0.05,NFO-OPT,NFO,266
NIFTY,NIFTY26SEP34500PE,PE,34500,2026-09-29,14155010,65,0.05,NFO-OPT,NFO,266
NIFTY,NIFTY26DEC12000PE,PE,12000,2026-12-29,15009026,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC13000PE,PE,13000,2026-12-29,15009538,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC14000PE,PE,14000,2026-12-29,15010050,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC15000PE,PE,15000,2026-12-29,15010562,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC16000CE,CE,16000,2026-12-29,15010818,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC16000PE,PE,16000,2026-12-29,15011074,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC17000PE,PE,17000,2026-12-29,15011586,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC18000CE,CE,18000,2026-12-29,15011842,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC18000PE,PE,18000,2026-12-29,15012098,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC19000CE,CE,19000,2026-12-29,15012354,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC19000PE,PE,19000,2026-12-29,15012610,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC19500CE,CE,19500,2026-12-29,14162946,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC19500PE,PE,19500,2026-12-29,14163202,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC20000CE,CE,20000,2026-12-29,15012866,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC20000PE,PE,20000,2026-12-29,15013122,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC21000CE,CE,21000,2026-12-29,15013378,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC21000PE,PE,21000,2026-12-29,15013634,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC22000CE,CE,22000,2026-12-29,15013890,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC22000PE,PE,22000,2026-12-29,15014146,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC22500CE,CE,22500,2026-12-29,14163458,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC22500PE,PE,22500,2026-12-29,14163714,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC23000CE,CE,23000,2026-12-29,9678338,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC23000PE,PE,23000,2026-12-29,9679362,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC24000CE,CE,24000,2026-12-29,18304258,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC24000PE,PE,24000,2026-12-29,18304514,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC25000CE,CE,25000,2026-12-29,18304770,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC25000PE,PE,25000,2026-12-29,18305026,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC25500CE,CE,25500,2026-12-29,14163970,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC25500PE,PE,25500,2026-12-29,14164226,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC26000CE,CE,26000,2026-12-29,18305282,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC26000PE,PE,26000,2026-12-29,18305538,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC27000CE,CE,27000,2026-12-29,13050370,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC27000PE,PE,27000,2026-12-29,13050626,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC28000CE,CE,28000,2026-12-29,12940034,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC28000PE,PE,28000,2026-12-29,12940290,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC28500CE,CE,28500,2026-12-29,14164482,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC28500PE,PE,28500,2026-12-29,14164738,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC29000CE,CE,29000,2026-12-29,9768450,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC29000PE,PE,29000,2026-12-29,9768706,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC30000CE,CE,30000,2026-12-29,9020162,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC30000PE,PE,30000,2026-12-29,9020674,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC31000CE,CE,31000,2026-12-29,10786818,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC31500CE,CE,31500,2026-12-29,14164994,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC31500PE,PE,31500,2026-12-29,14165250,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC33000CE,CE,33000,2026-12-29,12080642,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC33000PE,PE,33000,2026-12-29,12080898,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC34500CE,CE,34500,2026-12-29,14166018,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY26DEC34500PE,PE,34500,2026-12-29,14166274,65,0.05,NFO-OPT,NFO,357
NIFTY,NIFTY27JUN18000CE,CE,18000,2027-06-29,18316034,65,0.05,NFO-OPT,NFO,539
NIFTY,NIFTY27JUN18000PE,PE,18000,2027-06-29,18316290,65,0.05,NFO-OPT,NFO,539
NIFTY,NIFTY27JUN19000CE,CE,19000,2027-06-29,18316546,65,0.05,NFO-OPT,NFO,539
NIFTY,NIFTY27JUN19000PE,PE,19000,2027-06-29,18316802,65,0.05,NFO-OPT,NFO,539
NIFTY,NIFTY27JUN19500CE,CE,19500,2027-06-29,14175234,65,0.05,NFO-OPT,NFO,539
NIFTY,NIFTY27JUN19500PE,PE,19500,2027-06-29,14175490,65,0.05,NFO-OPT,NFO,539
NIFTY,NIFTY27JUN21000CE,CE,21000,2027-06-29,18317570,65,0.05,NFO-OPT,NFO,539
NIFTY,NIFTY27JUN21000PE,PE,21000,2027-06-29,18317826,65,0.05,NFO-OPT,NFO,539
NIFTY,NIFTY27JUN22500CE,CE,22500,2027-06-29,14175746,65,0.05,NFO-OPT,NFO,539
NIFTY,NIFTY27JUN22500PE,PE,22500,2027-06-29,14176002,65,0.05,NFO-OPT,NFO,539
NIFTY,NIFTY27JUN24000CE,CE,24000,2027-06-29,18319362,65,0.05,NFO-OPT,NFO,539
NIFTY,NIFTY27JUN24000PE,PE,24000,2027-06-29,18319618,65,0.05,NFO-OPT,NFO,539
NIFTY,NIFTY27JUN25500CE,CE,25500,2027-06-29,14176258,65,0.05,NFO-OPT,NFO,539
NIFTY,NIFTY27JUN25500PE,PE,25500,2027-06-29,14176514,65,0.05,NFO-OPT,NFO,539
NIFTY,NIFTY27JUN27000CE,CE,27000,2027-06-29,13051138,65,0.05,NFO-OPT,NFO,539
NIFTY,NIFTY27JUN27000PE,PE,27000,2027-06-29,13051906,65,0.05,NFO-OPT,NFO,539
NIFTY,NIFTY27JUN28500CE,CE,28500,2027-06-29,14176770,65,0.05,NFO-OPT,NFO,539
NIFTY,NIFTY27JUN28500PE,PE,28500,2027-06-29,14177026,65,0.05,NFO-OPT,NFO,539
NIFTY,NIFTY27JUN30000CE,CE,30000,2027-06-29,9027074,65,0.05,NFO-OPT,NFO,539
