fetch_date,instrument_token,tradingsymbol,name,exchange,instrument_type,expiry,strike,lot_size
2025-12-31,297489413,SENSEX2611593100CE,SENSEX,BFO,CE,2026-01-15,93100,20
2025-12-31,297912325,SENSEX2611593100PE,SENSEX,BFO,PE,2026-01-15,93100,20
2025-12-31,297977349,SENSEX2611593000CE,SENSEX,BFO,CE,2026-01-15,93000,20
2025-12-31,298395653,SENSEX2611593000PE,SENSEX,BFO,PE,2026-01-15,93000,20
2025-12-31,298115589,SENSEX2611592900PE,SENSEX,BFO,PE,2026-01-15,92900,20
2025-12-31,298775557,SENSEX2611592900CE,SENSEX,BFO,CE,2026-01-15,92900,20
2025-12-31,298174981,SENSEX2611592800CE,SENSEX,BFO,CE,2026-01-15,92800,20
2025-12-31,298588421,SENSEX2611592800PE,SENSEX,BFO,PE,2026-01-15,92800,20
2025-12-31,298647557,SENSEX2611592700CE,SENSEX,BFO,CE,2026-01-15,92700,20
2025-12-31,299044357,SENSEX2611592700PE,SENSEX,BFO,PE,2026-01-15,92700,20
2025-12-31,298065413,SENSEX2611592600CE,SENSEX,BFO,CE,2026-01-15,92600,20
2025-12-31,298473221,SENSEX2611592600PE,SENSEX,BFO,PE,2026-01-15,92600,20
2025-12-31,298530821,SENSEX2611592500CE,SENSEX,BFO,CE,2026-01-15,92500,20
2025-12-31,298934789,SENSEX2611592500PE,SENSEX,BFO,PE,2026-01-15,92500,20
2025-12-31,298352645,SENSEX2611592400PE,SENSEX,BFO,PE,2026-01-15,92400,20
2025-12-31,298993925,SENSEX2611592400CE,SENSEX,BFO,CE,2026-01-15,92400,20
2025-12-31,298422277,SENSEX2611592300CE,SENSEX,BFO,CE,2026-01-15,92300,20
2025-12-31,298826245,SENSEX2611592300PE,SENSEX,BFO,PE,2026-01-15,92300,20
2025-12-31,298884613,SENSEX2611592200CE,SENSEX,BFO,CE,2026-01-15,92200,20
2025-12-31,299273477,SENSEX2611592200PE,SENSEX,BFO,PE,2026-01-15,92200,20
2025-12-31,298291973,SENSEX2611592100CE,SENSEX,BFO,CE,2026-01-15,92100,20
2025-12-31,298695685,SENSEX2611592100PE,SENSEX,BFO,PE,2026-01-15,92100,20
2025-12-31,298761989,SENSEX2611592000CE,SENSEX,BFO,CE,2026-01-15,92000,20
2025-12-31,299153925,SENSEX2611592000PE,SENSEX,BFO,PE,2026-01-15,92000,20
2025-12-31,297628933,SENSEX2611591900CE,SENSEX,BFO,CE,2026-01-15,91900,20
2025-12-31,298053637,SENSEX2611591900PE,SENSEX,BFO,PE,2026-01-15,91900,20
2025-12-31,297439237,SENSEX2611591800PE,SENSEX,BFO,PE,2026-01-15,91800,20
2025-12-31,298958085,SENSEX2611591800CE,SENSEX,BFO,CE,2026-01-15,91800,20
2025-12-31,297500421,SENSEX2611591700CE,SENSEX,BFO,CE,2026-01-15,91700,20
2025-12-31,297926661,SENSEX2611591700PE,SENSEX,BFO,PE,2026-01-15,91700,20
2025-12-31,297992965,SENSEX2611591600CE,SENSEX,BFO,CE,2026-01-15,91600,20
2025-12-31,299233285,SENSEX2611591600PE,SENSEX,BFO,PE,2026-01-15,91600,20
2025-12-31,297388549,SENSEX2611591500CE,SENSEX,BFO,CE,2026-01-15,91500,20
2025-12-31,297799941,SENSEX2611591500PE,SENSEX,BFO,PE,2026-01-15,91500,20
2025-12-31,297867013,SENSEX2611591400CE,SENSEX,BFO,CE,2026-01-15,91400,20
2025-12-31,298279173,SENSEX2611591400PE,SENSEX,BFO,PE,2026-01-15,91400,20
2025-12-31,297672965,SENSEX2611591300PE,SENSEX,BFO,PE,2026-01-15,91300,20
2025-12-31,299177221,SENSEX2611591300CE,SENSEX,BFO,CE,2026-01-15,91300,20
2025-12-31,297735173,SENSEX2611591200CE,SENSEX,BFO,CE,2026-01-15,91200,20
2025-12-31,298149637,SENSEX2611591200PE,SENSEX,BFO,PE,2026-01-15,91200,20
2025-12-31,297547781,SENSEX2611591100PE,SENSEX,BFO,PE,2026-01-15,91100,20
2025-12-31,298214917,SENSEX2611591100CE,SENSEX,BFO,CE,2026-01-15,91100,20
2025-12-31,297613317,SENSEX2611591000CE,SENSEX,BFO,CE,2026-01-15,91000,20
2025-12-31,298037765,SENSEX2611591000PE,SENSEX,BFO,PE,2026-01-15,91000,20
2025-12-31,298433285,SENSEX2611590900CE,SENSEX,BFO,CE,2026-01-15,90900,20
2025-12-31,298839813,SENSEX2611590900PE,SENSEX,BFO,PE,2026-01-15,90900,20
2025-12-31,298237445,SENSEX2611590800PE,SENSEX,BFO,PE,2026-01-15,90800,20
2025-12-31,298894597,SENSEX2611590800CE,SENSEX,BFO,CE,2026-01-15,90800,20
2025-12-31,298304773,SENSEX2611590700CE,SENSEX,BFO,CE,2026-01-15,90700,20
2025-12-31,298706949,SENSEX2611590700PE,SENSEX,BFO,PE,2026-01-15,90700,20
2025-12-31,298775045,SENSEX2611590600CE,SENSEX,BFO,CE,2026-01-15,90600,20
2025-12-31,299166213,SENSEX2611590600PE,SENSEX,BFO,PE,2026-01-15,90600,20
2025-12-31,298173701,SENSEX2611590500CE,SENSEX,BFO,CE,2026-01-15,90500,20
2025-12-31,298588165,SENSEX2611590500PE,SENSEX,BFO,PE,2026-01-15,90500,20
2025-12-31,298647045,SENSEX2611590400CE,SENSEX,BFO,CE,2026-01-15,90400,20
2025-12-31,299043333,SENSEX2611590400PE,SENSEX,BFO,PE,2026-01-15,90400,20
2025-12-31,298472453,SENSEX2611590300PE,SENSEX,BFO,PE,2026-01-15,90300,20
2025-12-31,299107845,SENSEX2611590300CE,SENSEX,BFO,CE,2026-01-15,90300,20
2025-12-31,298529541,SENSEX2611590200CE,SENSEX,BFO,CE,2026-01-15,90200,20
2025-12-31,298933509,SENSEX2611590200PE,SENSEX,BFO,PE,2026-01-15,90200,20
2025-12-31,297475845,SENSEX2611590100PE,SENSEX,BFO,PE,2026-01-15,90100,20
2025-12-31,298992389,SENSEX2611590100CE,SENSEX,BFO,CE,2026-01-15,90100,20
2025-12-31,298421509,SENSEX2611590000CE,SENSEX,BFO,CE,2026-01-15,90000,20
2025-12-31,298824709,SENSEX2611590000PE,SENSEX,BFO,PE,2026-01-15,90000,20
2025-12-31,298823429,SENSEX2611589900CE,SENSEX,BFO,CE,2026-01-15,89900,20
2025-12-31,299205125,SENSEX2611589900PE,SENSEX,BFO,PE,2026-01-15,89900,20
2025-12-31,297769733,SENSEX2611589800PE,SENSEX,BFO,PE,2026-01-15,89800,20
2025-12-31,299269381,SENSEX2611589800CE,SENSEX,BFO,CE,2026-01-15,89800,20
2025-12-31,298692869,SENSEX2611589700CE,SENSEX,BFO,CE,2026-01-15,89700,20
2025-12-31,299083013,SENSEX2611589700PE,SENSEX,BFO,PE,2026-01-15,89700,20
2025-12-31,297646085,SENSEX2611589600PE,SENSEX,BFO,PE,2026-01-15,89600,20
2025-12-31,299150341,SENSEX2611589600CE,SENSEX,BFO,CE,2026-01-15,89600,20
2025-12-31,297707013,SENSEX2611589500CE,SENSEX,BFO,CE,2026-01-15,89500,20
2025-12-31,298972677,SENSEX2611589500PE,SENSEX,BFO,PE,2026-01-15,89500,20
2025-12-31,297516805,SENSEX2611589400PE,SENSEX,BFO,PE,2026-01-15,89400,20
2025-12-31,299030021,SENSEX2611589400CE,SENSEX,BFO,CE,2026-01-15,89400,20
2025-12-31,297585157,SENSEX2611589300CE,SENSEX,BFO,CE,2026-01-15,89300,20
2025-12-31,298009605,SENSEX2611589300PE,SENSEX,BFO,PE,2026-01-15,89300,20
2025-12-31,297402885,SENSEX2611589200PE,SENSEX,BFO,PE,2026-01-15,89200,20
2025-12-31,298918149,SENSEX2611589200CE,SENSEX,BFO,CE,2026-01-15,89200,20
2025-12-31,297463301,SENSEX2611589100CE,SENSEX,BFO,CE,2026-01-15,89100,20
2025-12-31,297882885,SENSEX2611589100PE,SENSEX,BFO,PE,2026-01-15,89100,20
2025-12-31,298808581,SENSEX2611589000CE,SENSEX,BFO,CE,2026-01-15,89000,20
2025-12-31,299192581,SENSEX2611589000PE,SENSEX,BFO,PE,2026-01-15,89000,20
2025-12-31,297669893,SENSEX2611588900CE,SENSEX,BFO,CE,2026-01-15,88900,20
2025-12-31,298089733,SENSEX2611588900PE,SENSEX,BFO,PE,2026-01-15,88900,20
2025-12-31,298147589,SENSEX2611588800CE,SENSEX,BFO,CE,2026-01-15,88800,20
2025-12-31,298561541,SENSEX2611588800PE,SENSEX,BFO,PE,2026-01-15,88800,20
2025-12-31,297965573,SENSEX2611588700PE,SENSEX,BFO,PE,2026-01-15,88700,20
2025-12-31,298621445,SENSEX2611588700CE,SENSEX,BFO,CE,2026-01-15,88700,20
2025-12-31,298035205,SENSEX2611588600CE,SENSEX,BFO,CE,2026-01-15,88600,20
2025-12-31,298449413,SENSEX2611588600PE,SENSEX,BFO,PE,2026-01-15,88600,20
2025-12-31,298507269,SENSEX2611588500CE,SENSEX,BFO,CE,2026-01-15,88500,20
2025-12-31,298909189,SENSEX2611588500PE,SENSEX,BFO,PE,2026-01-15,88500,20
2025-12-31,297909509,SENSEX2611588400CE,SENSEX,BFO,CE,2026-01-15,88400,20
2025-12-31,298322693,SENSEX2611588400PE,SENSEX,BFO,PE,2026-01-15,88400,20
2025-12-31,298392581,SENSEX2611588300CE,SENSEX,BFO,CE,2026-01-15,88300,20
2025-12-31,298792453,SENSEX2611588300PE,SENSEX,BFO,PE,2026-01-15,88300,20
2025-12-31,297783301,SENSEX2611588200CE,SENSEX,BFO,CE,2026-01-15,88200,20
2025-12-31,298189061,SENSEX2611588200PE,SENSEX,BFO,PE,2026-01-15,88200,20
2025-12-31,298262021,SENSEX2611588100CE,SENSEX,BFO,CE,2026-01-15,88100,20
2025-12-31,298665989,SENSEX2611588100PE,SENSEX,BFO,PE,2026-01-15,88100,20
2025-12-31,298077445,SENSEX2611588000PE,SENSEX,BFO,PE,2026-01-15,88000,20
2025-12-31,298732805,SENSEX2611588000CE,SENSEX,BFO,CE,2026-01-15,88000,20
2025-12-31,297600005,SENSEX2611587900CE,SENSEX,BFO,CE,2026-01-15,87900,20
2025-12-31,298876165,SENSEX2611587900PE,SENSEX,BFO,PE,2026-01-15,87900,20
2025-12-31,297414149,SENSEX2611587800PE,SENSEX,BFO,PE,2026-01-15,87800,20
2025-12-31,298930437,SENSEX2611587800CE,SENSEX,BFO,CE,2026-01-15,87800,20
2025-12-31,297473285,SENSEX2611587700CE,SENSEX,BFO,CE,2026-01-15,87700,20
2025-12-31,297895685,SENSEX2611587700PE,SENSEX,BFO,PE,2026-01-15,87700,20
2025-12-31,298821125,SENSEX2611587600CE,SENSEX,BFO,CE,2026-01-15,87600,20
2025-12-31,299203845,SENSEX2611587600PE,SENSEX,BFO,PE,2026-01-15,87600,20
2025-12-31,297768453,SENSEX2611587500PE,SENSEX,BFO,PE,2026-01-15,87500,20
2025-12-31,299267589,SENSEX2611587500CE,SENSEX,BFO,CE,2026-01-15,87500,20
2025-12-31,298691077,SENSEX2611587400CE,SENSEX,BFO,CE,2026-01-15,87400,20
2025-12-31,299081733,SENSEX2611587400PE,SENSEX,BFO,PE,2026-01-15,87400,20
2025-12-31,297644293,SENSEX2611587300PE,SENSEX,BFO,PE,2026-01-15,87300,20
2025-12-31,299148805,SENSEX2611587300CE,SENSEX,BFO,CE,2026-01-15,87300,20
2025-12-31,297705989,SENSEX2611587200CE,SENSEX,BFO,CE,2026-01-15,87200,20
2025-12-31,298971653,SENSEX2611587200PE,SENSEX,BFO,PE,2026-01-15,87200,20
2025-12-31,297515781,SENSEX2611587100PE,SENSEX,BFO,PE,2026-01-15,87100,20
2025-12-31,299029509,SENSEX2611587100CE,SENSEX,BFO,CE,2026-01-15,87100,20
2025-12-31,297583877,SENSEX2611587000CE,SENSEX,BFO,CE,2026-01-15,87000,20
2025-12-31,298008837,SENSEX2611587000PE,SENSEX,BFO,PE,2026-01-15,87000,20
2025-12-31,298405381,SENSEX2611586900CE,SENSEX,BFO,CE,2026-01-15,86900,20
2025-12-31,298808325,SENSEX2611586900PE,SENSEX,BFO,PE,2026-01-15,86900,20
2025-12-31,297797125,SENSEX2611586800CE,SENSEX,BFO,CE,2026-01-15,86800,20
2025-12-31,298203397,SENSEX2611586800PE,SENSEX,BFO,PE,2026-01-15,86800,20
2025-12-31,298275333,SENSEX2611586700CE,SENSEX,BFO,CE,2026-01-15,86700,20
2025-12-31,298679557,SENSEX2611586700PE,SENSEX,BFO,PE,2026-01-15,86700,20
2025-12-31,298089221,SENSEX2611586600PE,SENSEX,BFO,PE,2026-01-15,86600,20
2025-12-31,298744325,SENSEX2611586600CE,SENSEX,BFO,CE,2026-01-15,86600,20
2025-12-31,298146309,SENSEX2611586500CE,SENSEX,BFO,CE,2026-01-15,86500,20
2025-12-31,298560261,SENSEX2611586500PE,SENSEX,BFO,PE,2026-01-15,86500,20
2025-12-31,297964805,SENSEX2611586400PE,SENSEX,BFO,PE,2026-01-15,86400,20
2025-12-31,298619909,SENSEX2611586400CE,SENSEX,BFO,CE,2026-01-15,86400,20
2025-12-31,298033925,SENSEX2611586300CE,SENSEX,BFO,CE,2026-01-15,86300,20
2025-12-31,298448389,SENSEX2611586300PE,SENSEX,BFO,PE,2026-01-15,86300,20
2025-12-31,298506501,SENSEX2611586200CE,SENSEX,BFO,CE,2026-01-15,86200,20
2025-12-31,298908933,SENSEX2611586200PE,SENSEX,BFO,PE,2026-01-15,86200,20
2025-12-31,297908229,SENSEX2611586100CE,SENSEX,BFO,CE,2026-01-15,86100,20
2025-12-31,298321413,SENSEX2611586100PE,SENSEX,BFO,PE,2026-01-15,86100,20
2025-12-31,298391813,SENSEX2611586000CE,SENSEX,BFO,CE,2026-01-15,86000,20
2025-12-31,298791429,SENSEX2611586000PE,SENSEX,BFO,PE,2026-01-15,86000,20
2025-12-31,297656069,SENSEX2611585900PE,SENSEX,BFO,PE,2026-01-15,85900,20
2025-12-31,299161093,SENSEX2611585900CE,SENSEX,BFO,CE,2026-01-15,85900,20
2025-12-31,297721093,SENSEX2611585800CE,SENSEX,BFO,CE,2026-01-15,85800,20
2025-12-31,298982917,SENSEX2611585800PE,SENSEX,BFO,PE,2026-01-15,85800,20
2025-12-31,297530117,SENSEX2611585700PE,SENSEX,BFO,PE,2026-01-15,85700,20
2025-12-31,299040517,SENSEX2611585700CE,SENSEX,BFO,CE,2026-01-15,85700,20
2025-12-31,297598469,SENSEX2611585600CE,SENSEX,BFO,CE,2026-01-15,85600,20
2025-12-31,298020613,SENSEX2611585600PE,SENSEX,BFO,PE,2026-01-15,85600,20
2025-12-31,297412869,SENSEX2611585500PE,SENSEX,BFO,PE,2026-01-15,85500,20
2025-12-31,298836229,SENSEX2611583900CE,SENSEX,BFO,CE,2026-01-15,83900,20
2025-12-31,299215109,SENSEX2611583900PE,SENSEX,BFO,PE,2026-01-15,83900,20
2025-12-31,297782021,SENSEX2611583800PE,SENSEX,BFO,PE,2026-01-15,83800,20
2025-12-31,299282437,SENSEX2611583800CE,SENSEX,BFO,CE,2026-01-15,83800,20
2025-12-31,298702853,SENSEX2611583700CE,SENSEX,BFO,CE,2026-01-15,83700,20
2025-12-31,299093509,SENSEX2611583700PE,SENSEX,BFO,PE,2026-01-15,83700,20
2025-12-31,297655045,SENSEX2611583600PE,SENSEX,BFO,PE,2026-01-15,83600,20
2025-12-31,299159813,SENSEX2611583600CE,SENSEX,BFO,CE,2026-01-15,83600,20
2025-12-31,297719813,SENSEX2611583500CE,SENSEX,BFO,CE,2026-01-15,83500,20
2025-12-31,298981381,SENSEX2611583500PE,SENSEX,BFO,PE,2026-01-15,83500,20
2025-12-31,297528837,SENSEX2611583400PE,SENSEX,BFO,PE,2026-01-15,83400,20
2025-12-31,299039237,SENSEX2611583400CE,SENSEX,BFO,CE,2026-01-15,83400,20
2025-12-31,297597957,SENSEX2611583300CE,SENSEX,BFO,CE,2026-01-15,83300,20
2025-12-31,298020101,SENSEX2611583300PE,SENSEX,BFO,PE,2026-01-15,83300,20
2025-12-31,297411589,SENSEX2611583200PE,SENSEX,BFO,PE,2026-01-15,83200,20
2025-12-31,298928389,SENSEX2611583200CE,SENSEX,BFO,CE,2026-01-15,83200,20
2025-12-31,297471237,SENSEX2611583100CE,SENSEX,BFO,CE,2026-01-15,83100,20
2025-12-31,297893125,SENSEX2611583100PE,SENSEX,BFO,PE,2026-01-15,83100,20
2025-12-31,297960197,SENSEX2611583000CE,SENSEX,BFO,CE,2026-01-15,83000,20
2025-12-31,299201541,SENSEX2611583000PE,SENSEX,BFO,PE,2026-01-15,83000,20
2025-12-31,297682437,SENSEX2611582900CE,SENSEX,BFO,CE,2026-01-15,82900,20
2025-12-31,298100741,SENSEX2611582900PE,SENSEX,BFO,PE,2026-01-15,82900,20
2025-12-31,298158853,SENSEX2611582800CE,SENSEX,BFO,CE,2026-01-15,82800,20
2025-12-31,298570245,SENSEX2611582800PE,SENSEX,BFO,PE,2026-01-15,82800,20
2025-12-31,297977093,SENSEX2611582700PE,SENSEX,BFO,PE,2026-01-15,82700,20
2025-12-31,298632197,SENSEX2611582700CE,SENSEX,BFO,CE,2026-01-15,82700,20
2025-12-31,298046725,SENSEX2611582600CE,SENSEX,BFO,CE,2026-01-15,82600,20
2025-12-31,298458373,SENSEX2611582600PE,SENSEX,BFO,PE,2026-01-15,82600,20
2025-12-31,298515205,SENSEX2611582500CE,SENSEX,BFO,CE,2026-01-15,82500,20
2025-12-31,298915333,SENSEX2611582500PE,SENSEX,BFO,PE,2026-01-15,82500,20
2025-12-31,297920261,SENSEX2611582400CE,SENSEX,BFO,CE,2026-01-15,82400,20
2025-12-31,298332165,SENSEX2611582400PE,SENSEX,BFO,PE,2026-01-15,82400,20
2025-12-31,298402053,SENSEX2611582300CE,SENSEX,BFO,CE,2026-01-15,82300,20
2025-12-31,298805509,SENSEX2611582300PE,SENSEX,BFO,PE,2026-01-15,82300,20
2025-12-31,298200069,SENSEX2611582200PE,SENSEX,BFO,PE,2026-01-15,82200,20
2025-12-31,298869765,SENSEX2611582200CE,SENSEX,BFO,CE,2026-01-15,82200,20
2025-12-31,298272005,SENSEX2611582100CE,SENSEX,BFO,CE,2026-01-15,82100,20
2025-12-31,298676485,SENSEX2611582100PE,SENSEX,BFO,PE,2026-01-15,82100,20
2025-12-31,298742277,SENSEX2611582000CE,SENSEX,BFO,CE,2026-01-15,82000,20
2025-12-31,299134981,SENSEX2611582000PE,SENSEX,BFO,PE,2026-01-15,82000,20
2025-12-31,297607941,SENSEX2611581900CE,SENSEX,BFO,CE,2026-01-15,81900,20
2025-12-31,298884357,SENSEX2611581900PE,SENSEX,BFO,PE,2026-01-15,81900,20
2025-12-31,297421573,SENSEX2611581800PE,SENSEX,BFO,PE,2026-01-15,81800,20
2025-12-31,298941445,SENSEX2611581800CE,SENSEX,BFO,CE,2026-01-15,81800,20
2025-12-31,297483013,SENSEX2611581700CE,SENSEX,BFO,CE,2026-01-15,81700,20
2025-12-31,297906693,SENSEX2611581700PE,SENSEX,BFO,PE,2026-01-15,81700,20
2025-12-31,298835205,SENSEX2611581600CE,SENSEX,BFO,CE,2026-01-15,81600,20
2025-12-31,299213573,SENSEX2611581600PE,SENSEX,BFO,PE,2026-01-15,81600,20
2025-12-31,297780485,SENSEX2611581500PE,SENSEX,BFO,PE,2026-01-15,81500,20
2025-12-31,299280645,SENSEX2611581500CE,SENSEX,BFO,CE,2026-01-15,81500,20
2025-12-31,297850117,SENSEX2611581400CE,SENSEX,BFO,CE,2026-01-15,81400,20
2025-12-31,299092485,SENSEX2611581400PE,SENSEX,BFO,PE,2026-01-15,81400,20
2025-12-31,297654021,SENSEX2611581300PE,SENSEX,BFO,PE,2026-01-15,81300,20
2025-12-31,299158789,SENSEX2611581300CE,SENSEX,BFO,CE,2026-01-15,81300,20
2025-12-31,297718533,SENSEX2611581200CE,SENSEX,BFO,CE,2026-01-15,81200,20
2025-12-31,298133765,SENSEX2611581200PE,SENSEX,BFO,PE,2026-01-15,81200,20
2025-12-31,297527813,SENSEX2611581100PE,SENSEX,BFO,PE,2026-01-15,81100,20
2025-12-31,299036933,SENSEX2611581100CE,SENSEX,BFO,CE,2026-01-15,81100,20
2025-12-31,297596421,SENSEX2611581000CE,SENSEX,BFO,CE,2026-01-15,81000,20
2025-12-31,298017797,SENSEX2611581000PE,SENSEX,BFO,PE,2026-01-15,81000,20
2025-12-31,298417413,SENSEX2611580900CE,SENSEX,BFO,CE,2026-01-15,80900,20
2025-12-31,298819333,SENSEX2611580900PE,SENSEX,BFO,PE,2026-01-15,80900,20
2025-12-31,297807365,SENSEX2611580800CE,SENSEX,BFO,CE,2026-01-15,80800,20
2025-12-31,298214405,SENSEX2611580800PE,SENSEX,BFO,PE,2026-01-15,80800,20
2025-12-31,298286341,SENSEX2611580700CE,SENSEX,BFO,CE,2026-01-15,80700,20
2025-12-31,298689029,SENSEX2611580700PE,SENSEX,BFO,PE,2026-01-15,80700,20
2025-12-31,298098949,SENSEX2611580600PE,SENSEX,BFO,PE,2026-01-15,80600,20
2025-12-31,298757637,SENSEX2611580600CE,SENSEX,BFO,CE,2026-01-15,80600,20
2025-12-31,298158085,SENSEX2611580500CE,SENSEX,BFO,CE,2026-01-15,80500,20
2025-12-31,298568709,SENSEX2611580500PE,SENSEX,BFO,PE,2026-01-15,80500,20
2025-12-31,298631429,SENSEX2611580400CE,SENSEX,BFO,CE,2026-01-15,80400,20
2025-12-31,299026693,SENSEX2611580400PE,SENSEX,BFO,PE,2026-01-15,80400,20
2025-12-31,298045445,SENSEX2611580300CE,SENSEX,BFO,CE,2026-01-15,80300,20
2025-12-31,298456837,SENSEX2611580300PE,SENSEX,BFO,PE,2026-01-15,80300,20
2025-12-31,298514437,SENSEX2611580200CE,SENSEX,BFO,CE,2026-01-15,80200,20
2025-12-31,298914565,SENSEX2611580200PE,SENSEX,BFO,PE,2026-01-15,80200,20
2025-12-31,298331653,SENSEX2611580100PE,SENSEX,BFO,PE,2026-01-15,80100,20
2025-12-31,298976517,SENSEX2611580100CE,SENSEX,BFO,CE,2026-01-15,80100,20
2025-12-31,298400773,SENSEX2611580000CE,SENSEX,BFO,CE,2026-01-15,80000,20
2025-12-31,298803973,SENSEX2611580000PE,SENSEX,BFO,PE,2026-01-15,80000,20
2025-12-31,298802949,SENSEX2611579900CE,SENSEX,BFO,CE,2026-01-15,79900,20
2025-12-31,299188997,SENSEX2611579900PE,SENSEX,BFO,PE,2026-01-15,79900,20
2025-12-31,298608901,SENSEX2611579800PE,SENSEX,BFO,PE,2026-01-15,79800,20
2025-12-31,299255813,SENSEX2611579800CE,SENSEX,BFO,CE,2026-01-15,79800,20
2025-12-31,298674437,SENSEX2611579700CE,SENSEX,BFO,CE,2026-01-15,79700,20
2025-12-31,299065605,SENSEX2611579700PE,SENSEX,BFO,PE,2026-01-15,79700,20
2025-12-31,297627653,SENSEX2611579600PE,SENSEX,BFO,PE,2026-01-15,79600,20
2025-12-31,299132421,SENSEX2611579600CE,SENSEX,BFO,CE,2026-01-15,79600,20
2025-12-31,298555909,SENSEX2611579500CE,SENSEX,BFO,CE,2026-01-15,79500,20
2025-12-31,298957061,SENSEX2611579500PE,SENSEX,BFO,PE,2026-01-15,79500,20
2025-12-31,297499653,SENSEX2611579400PE,SENSEX,BFO,PE,2026-01-15,79400,20
2025-12-31,299015685,SENSEX2611579400CE,SENSEX,BFO,CE,2026-01-15,79400,20
2025-12-31,297568261,SENSEX2611579300CE,SENSEX,BFO,CE,2026-01-15,79300,20
2025-12-31,298852357,SENSEX2611579300PE,SENSEX,BFO,PE,2026-01-15,79300,20
2025-12-31,297388293,SENSEX2611579200PE,SENSEX,BFO,PE,2026-01-15,79200,20
2025-12-31,298906629,SENSEX2611579200CE,SENSEX,BFO,CE,2026-01-15,79200,20
2025-12-31,297447173,SENSEX2611579100CE,SENSEX,BFO,CE,2026-01-15,79100,20
2025-12-31,297866245,SENSEX2611579100PE,SENSEX,BFO,PE,2026-01-15,79100,20
2025-12-31,298788613,SENSEX2611579000CE,SENSEX,BFO,CE,2026-01-15,79000,20
2025-12-31,299176709,SENSEX2611579000PE,SENSEX,BFO,PE,2026-01-15,79000,20
2025-12-31,297652741,SENSEX2611578900CE,SENSEX,BFO,CE,2026-01-15,78900,20
2025-12-31,298074117,SENSEX2611578900PE,SENSEX,BFO,PE,2026-01-15,78900,20
2025-12-31,298132485,SENSEX2611578800CE,SENSEX,BFO,CE,2026-01-15,78800,20
2025-12-31,298543877,SENSEX2611578800PE,SENSEX,BFO,PE,2026-01-15,78800,20
2025-12-31,297526021,SENSEX2611578700CE,SENSEX,BFO,CE,2026-01-15,78700,20
2025-12-31,297949189,SENSEX2611578700PE,SENSEX,BFO,PE,2026-01-15,78700,20
2025-12-31,298016773,SENSEX2611578600CE,SENSEX,BFO,CE,2026-01-15,78600,20
2025-12-31,298432517,SENSEX2611578600PE,SENSEX,BFO,PE,2026-01-15,78600,20
2025-12-31,297828101,SENSEX2611578500PE,SENSEX,BFO,PE,2026-01-15,78500,20
2025-12-31,298489093,SENSEX2611578500CE,SENSEX,BFO,CE,2026-01-15,78500,20
2025-12-31,297888261,SENSEX2611578400CE,SENSEX,BFO,CE,2026-01-15,78400,20
2025-12-31,298302981,SENSEX2611578400PE,SENSEX,BFO,PE,2026-01-15,78400,20
2025-12-31,298375429,SENSEX2611578300CE,SENSEX,BFO,CE,2026-01-15,78300,20
2025-12-31,298774277,SENSEX2611578300PE,SENSEX,BFO,PE,2026-01-15,78300,20
2025-12-31,297761797,SENSEX2611578200CE,SENSEX,BFO,CE,2026-01-15,78200,20
2025-12-31,298173445,SENSEX2611578200PE,SENSEX,BFO,PE,2026-01-15,78200,20
2025-12-31,299555589,SENSEX2611578100PE,SENSEX,BFO,PE,2026-01-15,78100,20
2025-12-31,299607045,SENSEX2611578100CE,SENSEX,BFO,CE,2026-01-15,78100,20
2025-12-31,299669253,SENSEX2611578000PE,SENSEX,BFO,PE,2026-01-15,78000,20
2025-12-31,299712773,SENSEX2611578000CE,SENSEX,BFO,CE,2026-01-15,78000,20
2025-12-31,299653381,SENSEX2611577900PE,SENSEX,BFO,PE,2026-01-15,77900,20
2025-12-31,299699461,SENSEX2611577900CE,SENSEX,BFO,CE,2026-01-15,77900,20
2025-12-31,299671301,SENSEX2611577800CE,SENSEX,BFO,CE,2026-01-15,77800,20
2025-12-31,299720197,SENSEX2611577800PE,SENSEX,BFO,PE,2026-01-15,77800,20
2025-12-31,299634949,SENSEX2611577700PE,SENSEX,BFO,PE,2026-01-15,77700,20
2025-12-31,299638789,SENSEX2611577700CE,SENSEX,BFO,CE,2026-01-15,77700,20
2025-12-31,299649541,SENSEX2611577600CE,SENSEX,BFO,CE,2026-01-15,77600,20
2025-12-31,299698437,SENSEX2611577600PE,SENSEX,BFO,PE,2026-01-15,77600,20
2025-12-31,210035461,SENSEX2611577500PE,SENSEX,BFO,PE,2026-01-15,77500,20
2025-12-31,210186245,SENSEX2611577500CE,SENSEX,BFO,CE,2026-01-15,77500,20
2025-12-31,210071813,SENSEX2611577400PE,SENSEX,BFO,PE,2026-01-15,77400,20
2025-12-31,210226181,SENSEX2611577400CE,SENSEX,BFO,CE,2026-01-15,77400,20
2025-12-31,209973509,SENSEX2611577300PE,SENSEX,BFO,PE,2026-01-15,77300,20
2025-12-31,210121989,SENSEX2611577300CE,SENSEX,BFO,CE,2026-01-15,77300,20
2025-12-31,210012677,SENSEX2611577200PE,SENSEX,BFO,PE,2026-01-15,77200,20
2025-12-31,210024965,SENSEX2611577200CE,SENSEX,BFO,CE,2026-01-15,77200,20
2025-12-31,210061317,SENSEX2611577100CE,SENSEX,BFO,CE,2026-01-15,77100,20
